examine,id,metadata.examine,metadata.highalch,metadata.icon,metadata.id,metadata.limit,metadata.lowalch,metadata.members,metadata.name,metadata.value,name,price,price.high,price.highTime,price.low,price.lowTime,roi
It's a slightly magical stick.,20736,It's a slightly magical stick.,9300,Dust battlestaff.png,20736,8,6200,True,Dust battlestaff,15500,Dust battlestaff,,11151,1760561762,11200,1760562310,-0.004375
A combined Air and Earth Rune.,4696,A combined Air and Earth Rune.,12,Dust rune.png,4696,18000,8,True,Dust rune,20,Dust rune,,9,1760563465,10,1760563360,-0.1
A set containing the four parts of the Dwarf Multicannon.,12863,A set containing the four parts of the Dwarf Multicannon.,360000,Dwarf cannon set.png,12863,40,240000,True,Dwarf cannon set,600000,Dwarf cannon set,,784800,1760563231,755000,1760563223,0.03947019867549669
A powerful herb.,267,A powerful herb.,42,Dwarf weed.png,267,11000,28,True,Dwarf weed,70,Dwarf weed,,2619,1760563418,2589,1760563455,0.011587485515643106
I need another ingredient to finish this Dwarf Weed potion.,109,I need another ingredient to finish this Dwarf Weed potion.,42,Dwarf weed potion (unf).png,109,10000,28,True,Dwarf weed potion (unf),70,Dwarf weed potion (unf),,2973,1760563285,2973,1760562288,0.0
A dwarf weed seed - plant in a herb patch.,5303,A dwarf weed seed - plant in a herb patch.,3,Dwarf weed seed 5.png,5303,200,2,True,Dwarf weed seed,6,Dwarf weed seed,,1189,1760563438,1175,1760563464,0.011914893617021277
A sturdy helmet that belonged to Rupert the Beard.,11200,A sturdy helmet that belonged to Rupert the Beard.,36000,Dwarven helmet.png,11200,50,24000,True,Dwarven helmet,60000,Dwarven helmet,,35495,1760561541,35001,1760563415,0.014113882460501128
A pint of thick dark beer.,1913,A pint of thick dark beer.,1,Dwarven stout.png,1913,2000,1,False,Dwarven stout,2,Dwarven stout,,253,1760563382,152,1760558083,0.6644736842105263
This keg contains 4 pints of Dwarven Stout.,5777,This keg contains 4 pints of Dwarven Stout.,1,Dwarven stout(4).png,5777,2000,1,True,Dwarven stout(4),1,Dwarven stout(4),,16427,1760561112,16428,1760379606,-6.0871682493304114e-05
This looks a good deal stronger than normal Dwarven Stout.,5747,This looks a good deal stronger than normal Dwarven Stout.,1,Dwarven stout(m).png,5747,2000,1,True,Dwarven stout(m),2,Dwarven stout(m),,10835,1760563313,8001,1760563166,0.35420572428446445
This keg contains 4 pints of mature Dwarven Stout.,5857,This keg contains 4 pints of mature Dwarven Stout.,1,Dwarven stout(m4).png,5857,2000,1,True,Dwarven stout(m4),1,Dwarven stout(m4),,200000,1760497373,105505,1760414978,0.8956447561726932
Some rather pretty blue berries.,2126,Some rather pretty blue berries.,2,Dwellberries.png,2126,13000,1,True,Dwellberries,4,Dwellberries,,200,1760563418,150,1760560284,0.3333333333333333
A dwellberry bush seed - plant in a bush patch.,5103,A dwellberry bush seed - plant in a bush patch.,15,Dwellberry seed 5.png,5103,600,10,True,Dwellberry seed,25,Dwellberry seed,,29,1760557642,8,1760562537,2.625
"A pot of dynamite for blast mining, with a fuse ready to light.",13573,"A pot of dynamite for blast mining, with a fuse ready to light.",30,Dynamite.png,13573,13000,20,True,Dynamite,50,Dynamite,,649,1760563467,624,1760563306,0.04006410256410257
These will protect my ears from loud noise.,4166,These will protect my ears from loud noise.,120,Earmuffs.png,4166,70,80,True,Earmuffs,200,Earmuffs,,1194,1760563016,100,1760559506,10.94
It's a slightly magical stick.,1399,It's a slightly magical stick.,9300,Earth battlestaff.png,1399,18000,6200,True,Earth battlestaff,15500,Earth battlestaff,,8782,1760562985,8706,1760563434,0.008729611762003216
Earth impling in a jar.,11244,Earth impling in a jar.,30,Earth impling jar.png,11244,18000,20,True,Earth impling jar,50,Earth impling jar,,1190,1760558517,1089,1760563422,0.09274563820018365
A magic glowing orb.,575,A magic glowing orb.,180,Earth orb.png,575,11000,120,True,Earth orb,300,Earth orb,,586,1760563485,585,1760563376,0.0017094017094017094
One of the 4 basic elemental Runes.,557,One of the 4 basic elemental Runes.,2,Earth rune.png,557,50000,1,False,Earth rune,4,Earth rune,,5,1760563484,6,1760563483,-0.16666666666666666
A mysterious power emanates from the talisman...,1440,A mysterious power emanates from the talisman...,2,Earth talisman.png,1440,11000,1,False,Earth talisman,4,Earth talisman,,499,1760563358,443,1760563474,0.12641083521444696
A tiara infused with the properties of the earth.,5535,A tiara infused with the properties of the earth.,60,Earth tiara.png,5535,40,40,False,Earth tiara,100,Earth tiara,,1,1760563024,4,1760550123,-0.75
Shaped from rock that was sharpened by time.,30957,Shaped from rock that was sharpened by time.,18000,Earthbound tecpatl.png,30957,,12000,True,Earthbound tecpatl,30000,Earthbound tecpatl,,163229,1760560322,90000,1760555465,0.8136555555555556
Happy Easter.,1961,Happy Easter.,6,Easter egg.png,1961,50,4,False,Easter egg,10,Easter egg,,5977,1760557844,2500,1760553273,1.3908
Used on Ahrim's robes to decorate them in the style of Leagues V: Raging Echoes.,30451,Used on Ahrim's robes to decorate them in the style of Leagues V: Raging Echoes.,1,Echo ahrim's ornament kit.png,30451,,1,True,Echo ahrim's ornament kit,1,Echo ahrim's ornament kit,,379500,1760560948,350500,1760562671,0.08273894436519258
A crystal of rebounding potential.,28942,A crystal of rebounding potential.,300,Echo crystal.png,28942,8,200,True,Echo crystal,500,Echo crystal,,1500000,1760562287,1500000,1760563217,0.0
A scroll which unlocks the Raging Echoes Home Teleport animation.,30453,A scroll which unlocks the Raging Echoes Home Teleport animation.,1,Echo home teleport scroll.png,30453,,1,True,Echo home teleport scroll,1,Echo home teleport scroll,,556084,1760557792,646264,1760540330,-0.1395404973818749
Used on a Venator Bow to decorate it in the style of Leagues V: Raging Echoes.,30432,Used on a Venator Bow to decorate it in the style of Leagues V: Raging Echoes.,1,Echo venator bow ornament kit.png,30432,,1,True,Echo venator bow ornament kit,1,Echo venator bow ornament kit,,2901307,1760563038,2580000,1760561863,0.1245375968992248
Used on Virtus robes to decorate them in the style of Leagues V: Raging Echoes.,30443,Used on Virtus robes to decorate them in the style of Leagues V: Raging Echoes.,1,Echo virtus ornament kit.png,30443,,1,True,Echo virtus ornament kit,1,Echo virtus ornament kit,,1091346,1760561950,805000,1760562720,0.35570931677018636
Eclectic impling in a jar.,11248,Eclectic impling in a jar.,30,Eclectic impling jar.png,11248,18000,20,True,Eclectic impling jar,50,Eclectic impling jar,,3991,1760563297,3890,1760563176,0.02596401028277635
A powerful thrown weapon forged from an eclipse.,29000,A powerful thrown weapon forged from an eclipse.,96000,Eclipse atlatl.png,29000,15,64000,True,Eclipse atlatl,160000,Eclipse atlatl,,2413673,1760563320,2356105,1760563478,0.024433546043151726
"A set containing a Eclipse moon helm, Eclipse moon chestplate, Eclipse moon tassets and Eclipse atlatl.",31142,"A set containing a Eclipse moon helm, Eclipse moon chestplate, Eclipse moon tassets and Eclipse atlatl.",,Eclipse moon armour set.png,31142,,,True,Eclipse moon armour set,,Eclipse moon armour set,,6540000,1760563026,6531139,1760561456,0.0013567311919100175
The chestplate of the Eclipse Moon.,29004,The chestplate of the Eclipse Moon.,174006,Eclipse moon chestplate.png,29004,15,116004,True,Eclipse moon chestplate,290010,Eclipse moon chestplate,,1452659,1760563456,1452659,1760563164,0.0
The chestplate of the Eclipse Moon.,29049,The chestplate of the Eclipse Moon.,174006,Eclipse moon chestplate (broken).png,29049,15,116004,True,Eclipse moon chestplate (broken),290010,Eclipse moon chestplate (broken),,537583,1760543838,503200,1760563218,0.06832869634340223
The helm of the Eclipse Moon.,29010,The helm of the Eclipse Moon.,61800,Eclipse moon helm.png,29010,15,41200,True,Eclipse moon helm,103000,Eclipse moon helm,,875000,1760562551,870570,1760563481,0.005088620099475057
The helm of the Eclipse Moon.,29055,The helm of the Eclipse Moon.,61800,Eclipse moon helm (broken).png,29055,15,41200,True,Eclipse moon helm (broken),103000,Eclipse moon helm (broken),,68109,1760547306,65000,1760562869,0.04783076923076923
The tassets of the Eclipse Moon.,29007,The tassets of the Eclipse Moon.,173946,Eclipse moon tassets.png,29007,15,115964,True,Eclipse moon tassets,289910,Eclipse moon tassets,,1598679,1760563467,1540000,1760563246,0.03810324675324675
The tassets of the Eclipse Moon.,29052,The tassets of the Eclipse Moon.,173946,Eclipse moon tassets (broken).png,29052,15,115964,True,Eclipse moon tassets (broken),289910,Eclipse moon tassets (broken),,454641,1760558846,483100,1760562886,-0.05890912854481474
A full-bodied Aldarin Red that's generally considered the finest wine available.,29415,A full-bodied Aldarin Red that's generally considered the finest wine available.,600,Eclipse red.png,29415,,400,True,Eclipse red,1000,Eclipse red,,695,1760558649,695,1760562423,0.0
Slightly damp seaweed.,403,Slightly damp seaweed.,1,Edible seaweed.png,403,13000,1,True,Edible seaweed,2,Edible seaweed,,150,1760562401,29,1760560562,4.172413793103448
Aids the user against vampyres.,21140,Aids the user against vampyres.,855,Efaritay's aid.png,21140,10000,570,True,Efaritay's aid,1425,Efaritay's aid,,5000,1760563200,5000,1760562236,0.0
"A blue salt, that when burned with other salts provides various benefits.",22595,"A blue salt, that when burned with other salts provides various benefits.",6,Efh salt.png,22595,10000,4,True,Efh salt,11,Efh salt,,112,1760562930,112,1760559867,0.0
A nice fresh egg.,1944,A nice fresh egg.,2,Egg.png,1944,13000,1,False,Egg,4,Egg,,23,1760563486,20,1760563429,0.15
A bowl of scrambled eggs and tomato.,7064,A bowl of scrambled eggs and tomato.,7,Egg and tomato.png,7064,13000,4,True,Egg and tomato,12,Egg and tomato,,125,1760496514,125,1760383014,0.0
A baked potato with egg and tomato.,7056,A baked potato with egg and tomato.,7,Egg potato.png,7056,13000,4,True,Egg potato,12,Egg potato,,246,1760551472,264,1760563431,-0.06818181818181818
A large whisk of death.,7435,A large whisk of death.,30,Egg whisk.png,7435,50,20,True,Egg whisk,50,Egg whisk,,300,1760558335,242,1760508047,0.2396694214876033
The hood worn by the dangerous elder druids.,20595,The hood worn by the dangerous elder druids.,300,Elder chaos hood.png,20595,8,200,True,Elder chaos hood,500,Elder chaos hood,,306599,1760562993,250000,1760562737,0.226396
The robes worn by the dangerous elder druids.,20520,The robes worn by the dangerous elder druids.,420,Elder chaos robe.png,20520,8,280,True,Elder chaos robe,700,Elder chaos robe,,232436,1760562708,244837,1760562953,-0.05065002430188248
The robes worn by the dangerous elder druids.,20517,The robes worn by the dangerous elder druids.,480,Elder chaos top.png,20517,8,320,True,Elder chaos top,800,Elder chaos top,,231306,1760563005,215109,1760563280,0.07529671004002622
A maul crafted from the component parts of Tekton.,21003,A maul crafted from the component parts of Tekton.,300006,Elder maul.png,21003,8,200004,True,Elder maul,500010,Elder maul,,110329043,1760563297,108417399,1760563136,0.017632262142721206
"An ancient magical orb, corrupted by darkness.",24517,"An ancient magical orb, corrupted by darkness.",2400000,Eldritch orb.png,24517,8,1600000,True,Eldritch orb,4000000,Eldritch orb,,141000000,1760563000,140433216,1760563185,0.004035968242726849
A magic helmet.,9729,A magic helmet.,12,Elemental helmet.png,9729,70,8,True,Elemental helmet,20,Elemental helmet,,349,1760367111,426,1760535241,-0.1807511737089202
A magic shield.,2890,A magic shield.,12,Elemental shield.png,2890,70,8,True,Elemental shield,20,Elemental shield,,2700,1760563430,1492,1760562476,0.8096514745308311
How does it all fit in there?,8626,How does it all fit in there?,6,Elemental sphere (flatpack).png,8626,500,4,True,Elemental sphere (flatpack),10,Elemental sphere (flatpack),,,,,,
A mysterious power emanates from the talisman...,5516,A mysterious power emanates from the talisman...,300,Elemental talisman.png,5516,40,200,True,Elemental talisman,500,Elemental talisman,,1697,1760561815,1685,1760561662,0.007121661721068249
A tiara infused with the properties of every elemental rune.,26804,A tiara infused with the properties of every elemental rune.,1,Elemental tiara.png,26804,,1,True,Elemental tiara,1,Elemental tiara,,244,1760563107,241,1760558222,0.012448132780082987
A ward once used by Elidinis herself.,25985,A ward once used by Elidinis herself.,3000000,Elidinis' ward.png,25985,8,2000000,True,Elidinis' ward,5000000,Elidinis' ward,,3289505,1760561770,3167654,1760563278,0.03846726946819318
Decorative elven boots.,24003,Decorative elven boots.,6000,Elven boots.png,24003,125,4000,True,Elven boots,10000,Elven boots,,8657,1760523160,8140,1760555846,0.06351351351351352
It seems to have a little sparkle to it.,23948,It seems to have a little sparkle to it.,3,Elven dawn.png,23948,,2,True,Elven dawn,6,Elven dawn,,3998,1760480291,500,1760413696,6.996
Decorative elven gloves.,24006,Decorative elven gloves.,6000,Elven gloves.png,24006,,4000,True,Elven gloves,10000,Elven gloves,,27345,1760549820,17086,1760561224,0.6004331031253658
Clothing from the elven city of Prifddinas.,24024,Clothing from the elven city of Prifddinas.,3000,Elven legwear.png,24024,,2000,False,Elven legwear,5000,Elven legwear,,6980,1760552848,5744,1760562051,0.21518105849582173
A signet ring with some elven markings.,23943,A signet ring with some elven markings.,18000,Elven signet.png,23943,5,12000,True,Elven signet,30000,Elven signet,,2799998,1760559510,2602000,1760558068,0.0760945426594927
Clothing from the elven city of Prifddinas.,24018,Clothing from the elven city of Prifddinas.,3000,Elven skirt (white).png,24018,,2000,False,Elven skirt (white),5000,Elven skirt (white),,6877,1760557419,8440,1760558442,-0.18518957345971565
Clothing from the elven city of Prifddinas.,24012,Clothing from the elven city of Prifddinas.,3000,Elven skirt (yellow).png,24012,,2000,False,Elven skirt (yellow),5000,Elven skirt (yellow),,3851,1760551677,3553,1760553088,0.08387278356318605
Clothing from the elven city of Prifddinas.,24027,Clothing from the elven city of Prifddinas.,3000,Elven top (white vest).png,24027,,2000,False,Elven top (white vest),5000,Elven top (white vest),,10000,1760562265,7674,1760547754,0.30310138128746417
Clothing from the elven city of Prifddinas.,24015,Clothing from the elven city of Prifddinas.,3000,Elven top (white).png,24015,,2000,False,Elven top (white),5000,Elven top (white),,6964,1760561237,2795,1760502289,1.491592128801431
Clothing from the elven city of Prifddinas.,24021,Clothing from the elven city of Prifddinas.,3000,Elven top (yellow vest).png,24021,,2000,False,Elven top (yellow vest),5000,Elven top (yellow vest),,1741,1760541728,6255,1760495926,-0.7216626698641088
Clothing from the elven city of Prifddinas.,24009,Clothing from the elven city of Prifddinas.,3000,Elven top (yellow).png,24009,,2000,False,Elven top (yellow),5000,Elven top (yellow),,10000,1760549680,6536,1760557703,0.5299877600979193
A sigil in the shape of an elysian symbol.,12819,A sigil in the shape of an elysian symbol.,450000,Elysian sigil.png,12819,5,300000,True,Elysian sigil,750000,Elysian sigil,,577246959,1760136192,541563003,1760557687,0.06589068271342013
An ethereal shield with an elysian sigil attached to it.,12817,An ethereal shield with an elysian sigil attached to it.,1200000,Elysian spirit shield.png,12817,8,800000,True,Elysian spirit shield,2000000,Elysian spirit shield,,551000000,1760563280,548000000,1760562234,0.005474452554744526
This looks valuable.,1605,This looks valuable.,300,Emerald.png,1605,13000,200,False,Emerald,500,Emerald,,374,1760563186,380,1760563454,-0.015789473684210527
I wonder if I can get this enchanted.,1696,I wonder if I can get this enchanted.,765,Emerald amulet.png,1696,10000,510,False,Emerald amulet,1275,Emerald amulet,,603,1760563411,581,1760563405,0.0378657487091222
It needs a string so I can wear it.,1677,It needs a string so I can wear it.,765,Emerald amulet (u).png,1677,10000,510,False,Emerald amulet (u),1275,Emerald amulet (u),,680,1760546376,652,1760562541,0.04294478527607362
Emerald bolt tips.,9190,Emerald bolt tips.,19,Emerald bolt tips 5.png,9190,11000,13,True,Emerald bolt tips,33,Emerald bolt tips,,48,1760563320,6,1760562759,7.0
